valence_group,avg_streams
0.1,2.39444444444444
0.2,2.098
0.3,2.70857142857143
0.4,2.50923076923077
0.5,2.567
0.6,2.646
0.7,2.35789473684211
0.8,2.72083333333333
0.9,2.71142857142857
1.0,2.35
